replicate	time	treatment	wak	cho	tre	fle	bas	leo	ber	her
rep1	140	10.C	0.333333333	0.511182109	0.391304348	0.21509434	0.33447099	0.295711061	0.682119205	0.463013699
rep2	140	10.C	0.286135693	0.72815534	0.737451737	0.306547619	0.319444444	0.388724036	0.683908046	0.414035088
rep3	140	10.C	0.342767296	0.37037037	0.529880478	0.27443609	0.21484375	0.304477612	0.250580046	0.440894569
rep4	140	10.C	0.30529595	0.918918919	0.510948905	0.200692042	0.310126582	0.459390863	0.411764706	0.389570552
rep5	140	10.C	0.438642298	0.437735849	0.511450382	0.58649789	0.323308271	0.434210526	0.289552239	0.321022727
rep6	140	10.C	0.276397516	0.491638796	0.465648855	0.31661442	0.307420495	0.654135338	0.228985507	0.360927152
rep7	140	10.C	0.462857143	0.658181818	0.464028777	0.469465649	0.459259259	0.473684211	0.357594937	0.298591549
rep8	140	10.C	0.23659306	0.496835443	0.824074074	0.274074074	0.401574803	0.472727273	0.127388535	0.432515337
rep9	140	10.C	0.280120482	0.475362319	0.507633588	0.491349481	0.270588235	0.684375	0.685294118	0.286127168
rep10	140	10.C	0.349869452	0.698113208	0.700934579	0.241134752	0.266375546	0.559556787	0.295532646	0.312834225
rep1	140	dark	1	1	1	0.993630573	0.68907563	1	0.838068182	0.913151365
rep2	140	dark	0.996336996	1	0.883636364	0.926421405	0.896428571	1	0.913746631	1
rep3	140	dark	1	1	1	0.82527881	1	1	0.905	1
rep4	140	dark	0.510086455	1	1	0.746268657	1	1	0.880222841	1
rep5	140	dark	1	1	1	1	1	1	1	1
rep6	140	dark	1	1	1	1	1	1	1	1
rep7	140	dark	1	1	1	1	1	1	1	1
rep8	140	dark	1	1	1	1	1	1	1	1
rep9	140	dark	1	1	1	1	1	1	1	1
rep10	140	dark	1	1	1	1	1	1	1	1
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
